公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2597,潤弘,1848778,1897598,1002291,-2.57,84.45,8373802,4656339,79.83,主係業務正於大量施工階段，以致營收較去年同期增加。
3056,總太,9613,7981,14401,20.44,-33.24,3585620,1605211,123.37,本年營收增加係因個案總太2020完工交屋所致。
5519,隆大,137350,1038694,157084,-86.77,-12.56,1756464,858680,104.55,本年累計增加主要係自建案J49案完工過戶認列房地銷售收入較多所致。
5522,遠雄,1668953,1609581,1206228,3.68,38.36,7251568,8865125,-18.2,-
5525,順天,45381,64202,83912,-29.31,-45.91,246399,510857,-51.76,本月份母公司主要營收為租賃收入
5533,皇鼎,186049,373020,1251228,-50.12,-85.13,1260664,1556859,-19.02,本月營收較去年同期減少達50%以上，係兩期個案營收組成因子不同。
6177,達麗,1636153,13189,100971,12305.43,1520.41,1665654,1690696,-1.48,本月較去年同期增加，主要差異係本月有新完工個案過戶交屋所致。
9946,三發地產,73576,110783,182266,-33.58,-59.63,330408,847729,-61.02,"本年累計營收較去年累計減少約51,732萬，係因去年有大量交屋認列營收。"
2208,台船,2124861,1111284,2640579,91.2,-19.53,7764301,9970939,-22.13,-
2603,長榮,34442080,27749820,14038231,24.11,145.34,152144960,71681689,112.25,整體運價上漲，導致收入增加。
2605,新興,312569,255934,391940,22.12,-20.25,1356006,1859127,-27.06,-
2606,裕民,1054535,1137489,484641,-7.29,117.59,4654539,2923509,59.21,"110年度5月份波羅的海指數較去年同期增加506.34%,致營業收入增加。"
2608,嘉里大榮,1126267,990238,950354,13.73,18.51,5185127,4868853,6.49,-
2612,中航,264202,257405,249481,2.64,5.9,1316996,1309890,0.54,-
2617,台航,278735,265617,186692,4.93,49.3,1198910,1015156,18.1,-
2630,亞航,355130,314414,405751,12.94,-12.47,1568894,1525932,2.81,-
2633,台灣高鐵,1901903,3798528,2468406,-49.93,-22.95,15567793,14102772,10.38,受疫情影響，運量減少所致。
2634,漢翔,1865039,1964748,1480799,-5.07,25.94,8488227,8451516,0.43,-
2636,台驊投控,2660891,2061018,1461760,29.1,82.03,10614703,5244712,102.38,貨量與運價雙漲
2637,慧洋-KY,1458428,1382114,920693,5.52,58.4,6378821,4611796,38.31,主係去年因BDI指數下跌及COVID-19疫情影響而使營業收入大幅減少，今年因航運需求回溫，營收已漸回穩所致。
2642,宅配通,386709,321269,326242,20.36,18.53,1756283,1595097,10.1,-
5607,遠雄港,187437,187434,159672,0.0,17.38,913510,739679,23.5,-
5608,四維航,440341,342210,196838,28.67,123.7,1581308,1035712,52.67,因整體運價上漲，致營收增加。
8367,建新國際,163873,172599,166478,-5.05,-1.56,826457,801820,3.07,-
2701,萬企,17139,27661,14864,-38.03,15.3,115186,104568,10.15,-
2706,第一店,20506,23284,16824,-11.93,21.88,113279,108500,4.4,-
2712,遠雄來,18940,40586,33731,-53.33,-43.84,190789,147753,29.12,-
2722,夏都,34397,63313,42556,-45.67,-19.17,270045,215565,25.27,-
2731,雄獅,131652,235259,63821,-44.03,106.28,922132,4614513,-80.01,因新型冠狀病毒肺炎疫情影響團體旅遊
8462,柏文,154699,323840,275007,-52.22,-43.74,1389757,1409948,-1.43,-
8940,新天地,35016,67212,26999,-47.9,29.69,382885,388821,-1.52,-
2801,彰銀,2305875,2120784,2289751,8.72,0.7,11321613,12235329,-7.46,-
2809,京城銀,888297,906968,617623,-2.05,43.82,4531641,2788264,62.52,主係上期因受新冠肺炎疫情影響，以致金融資產處分損益及減損損失分別較本期減少及增加。
2816,旺旺保,524151,890448,694092,-41.13,-24.48,3649591,3154163,15.7,-
2820,華票,216282,251972,205111,-14.16,5.44,1259912,966256,30.39,-
2823,中壽,24847150,21246449,19635241,16.94,26.54,124817956,111429469,12.01,-
2834,臺企銀,2006889,1864444,1642508,7.64,22.18,9509685,8875729,7.14,-
2836,高雄銀,306256,328407,286424,-6.74,6.92,1755428,1563824,12.25,-
2849,安泰銀,529628,515700,520879,2.7,1.67,2421827,2498219,-3.05,-
2851,中再保,1674432,1562946,1565681,7.13,6.94,8665264,7303102,18.65,-
2852,第一保,457653,574636,492656,-20.35,-7.1,2585857,2216112,16.68,-
2880,華南金,3878645,4243157,3475373,-8.59,11.6,20526920,13296721,54.37,去年營業收入大幅下降，主要係因認列子公司華南永昌證券權證大額損失，而本年無所致。
2884,玉山金,4560660,5041653,5074401,-9.54,-10.12,23294159,24004655,-2.95,-
2886,兆豐金,3261812,5860327,6237578,-44.34,-47.7,23711710,24055400,-1.42,-
2887,台新金,3305515,4090025,3726091,-19.18,-11.28,19430989,17670691,9.96,-
2889,國票金,446455,867174,704112,-48.51,-36.59,4216404,2949496,42.95,-
2891,中信金,11313211,12323459,14109423,-8.19,-19.81,71224908,95687764,-25.56,-
2892,第一金,4809664,5456973,4624081,-11.86,4.01,26209684,23631675,10.9,-
5876,上海商銀,2905287,2951440,2976473,-1.56,-2.39,16020927,15896825,0.78,-
5880,合庫金,4301933,4612615,3899595,-6.73,10.31,21864630,19545569,11.86,-
6005,群益證,898584,1130686,881204,-20.52,1.97,5204305,2357764,120.73,自營本月產生虧損所致
6024,群益期,236325,201041,172774,17.55,36.78,1080344,1004135,7.58,-
2901,欣欣,5276,8650,8192,-39.0,-35.59,39355,44470,-11.5,-
2908,特力,3130135,3461563,3650726,-9.57,-14.25,18168294,16094808,12.88,-
2910,統領,30910,35169,36075,-12.11,-14.31,270547,191486,41.28,-
2913,農林,30918,34433,24625,-10.2,25.55,156709,113253,38.37,-
2929,淘帝-KY,276333,293264,183438,-5.77,50.64,1386838,1302988,6.43,去年受到疫情影響，採取降價策略鼓勵代理商增加提貨，今年價格有所調漲所致。
2936,客思達-KY,798351,835393,791704,-4.43,0.83,3984458,3788327,5.17,-
4807,日成-KY,157309,192489,78374,-18.27,100.71,743385,697547,6.57,5月份為我司產業傳統淡季，在疫情影響下全渠道客戶銷況持續增並提前下單，致我司5月份營收較去年同期大增100.72%。
1435,中福,1184,1290,1308,-8.21,-9.48,5946,6287,-5.42,-
1437,勤益控,52195,44945,43993,16.13,18.64,275789,259959,6.08,-
1443,立益,55089,54808,40786,0.51,35.06,268658,227043,18.32,-
1516,川飛,111248,191365,48195,-41.86,130.82,512058,387128,32.27,本月營收較去年同月營收增加130.83%係因煤礦價格上漲及客戶採購量增加所致
2062,橋椿,759126,763375,466532,-0.55,62.71,3527995,2249870,56.8,110年5月營收較去年同期增加，及本年累計營收較去年累計營收增加，主係客戶需求增加所致。
2348,海悅,328232,423915,213212,-22.57,53.94,1987153,924735,114.88,本月及本年度增減百分比達50％以上，係因個案銷售狀況良好
2358,廷鑫,136839,162805,114760,-15.94,19.23,679628,576436,17.9,-
2443,億麗,11739,10780,30368,8.89,-61.34,175880,220024,-20.06,因公司業務整理中，故營業收入因而產生差異。
2614,東森,458030,450475,339665,1.67,34.84,2151982,1759723,22.29,-
2904,匯僑,41801,44725,47706,-6.53,-12.37,220115,216087,1.86,-
3040,遠見,14210,12623,12006,12.57,18.35,70277,58118,20.92,-
3557,嘉威,355979,394124,299874,-9.67,18.7,2224346,2074949,7.2,-
5284,jpp-KY,106529,108501,106724,-1.81,-0.18,577494,564324,2.33,-
6165,浪凡,218516,198881,87,9.87,251067.81,993651,686,144747.08,本公司100%持有旭瑞文化傳媒股份有限公司，合併基準日為109/08/17，合併後營收大幅提高。
6184,大豐電,163797,163196,166119,0.36,-1.39,821002,827501,-0.78,-
6504,南六,605182,592022,893933,2.22,-32.3,3009292,3253185,-7.49,-
6581,鋼聯,172944,161109,85316,7.34,102.7,639619,516249,23.89,國際鋅價上漲且今年5月出貨數量較去年5月增加。
6592,和潤企業,1485892,1421765,1131379,4.51,31.33,7027296,5747852,22.25,-
6641,基士德-KY,176907,183768,140975,-3.73,25.48,722347,579700,24.6,-
6670,復盛應用,2023755,1948100,849233,3.88,138.3,9798417,5348592,83.19,1.客戶訂單因應市場需求有顯著增加。2.併購民盛公司增加冰上曲棍球鞋、摩托車車靴等產品營收。
6671,三能-KY,176043,173380,168502,1.53,4.47,795213,682876,16.45,-
6754,匯僑設計,330335,330073,254082,0.07,30.01,1414110,1273458,11.04,-
6768,志強-KY,1220243,1497094,1345769,-18.49,-9.32,6423964,6812479,-5.7,-
8033,雷虎,98396,117318,62158,-16.12,58.29,510728,342286,49.21,"因美國疫情影響降低,醫療器材及遙控模型市場需求強勁"
8341,日友,272549,268198,229706,1.62,18.65,1332759,1099455,21.21,-
8404,百和興業-KY,901429,2317094,421773,-61.09,113.72,5676193,3354993,69.18,"109年因受疫情影響,需求受影響致本公司營收減少。伴隨許多國家疫情穩定,訂單回升及部份營建工案認列之收入增加所致。"
8411,福貞-KY,584105,485076,493222,20.41,18.42,2720377,1986687,36.93,-
8422,可寧衛,194161,232095,226073,-16.34,-14.11,1243226,1079260,15.19,-
8466,美吉吉-KY,306571,306167,240549,0.13,27.44,1348132,1110982,21.34,-
8480,泰昇-KY,132946,151422,145039,-12.2,-8.33,732224,793405,-7.71,-
8481,政伸,131544,127366,81671,3.28,61.06,644624,434189,48.46,(一)延續2020年下半年起自行車與運動市場需求激增現象。(二)越南廠建廠後營收逐步顯現。
8488,吉源-KY,343382,293037,157687,17.18,117.76,1339814,827782,61.85,去年因受疫情影響出貨較少，今年大陸地區疫情穩定，出貨恢復正常水準
9802,鈺齊-KY,1208909,966895,1065052,25.03,13.5,5592653,4196171,33.27,-
9902,台火,110739,14413,15229,668.32,627.15,185904,148934,24.82,本月營收較去年同期增加主要係因本月有銷售投標車輛之營收所致
9910,豐泰,6034863,6773686,5338803,-10.9,13.03,32145370,28537921,12.64,合併營收為本公司自結數
9911,櫻花,599347,571511,466323,4.87,28.52,3092212,2487132,24.32,-
9919,康那香,454159,268031,434499,69.44,4.52,1759636,2041443,-13.8,-
9928,中視,59610,63863,63517,-6.65,-6.15,314049,296611,5.87,-
9929,秋雨,44073,47439,46853,-7.09,-5.93,242157,352544,-31.31,-
9930,中聯資源,924494,903766,840498,2.29,9.99,4420393,4136971,6.85,-
9934,成霖,1497688,1802372,1125400,-16.9,33.08,8278623,5856627,41.35,-
9935,慶豐富,342132,445818,493420,-23.25,-30.66,1981625,1740095,13.88,-
9938,百和,1586447,3096417,822994,-48.76,92.76,9355235,6669235,40.27,109年因受疫情影響，需求受影響，致本公司營收減少。伴隨許多國家疫情穩定，訂單回升及部份營建工案認列之收入增加所致。
9941,裕融,2662838,2669688,2432034,-0.25,9.49,12960243,12293795,5.42,-
9942,茂順,324384,329581,243070,-1.57,33.45,1524937,1081586,40.99,-
9944,新麗,264328,267649,194170,-1.24,36.13,1221805,1020958,19.67,-
總計,總計,2009164212,2063107532,1652813272,-2.61,21.56,9811879660,7619112516,28.77,
