,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
7924,085109,台達電元大08購03,0,0,0,0,0,0,0,0,0,-44000,0,0,0,89000,133000,-44000,-44000,2021-06-09
7925,085830,欣興群益08購04,0,0,0,0,0,0,0,0,0,-44000,0,0,0,16000,60000,-44000,-44000,2021-06-09
7926,035051,聯發科富邦11購01,0,0,0,0,0,0,0,0,0,-44000,0,0,0,0,44000,-44000,-44000,2021-06-09
7927,036511,長榮航凱基14購01,0,0,0,0,0,0,0,0,0,-44000,0,0,0,0,44000,-44000,-44000,2021-06-09
7928,082426,精成科永豐07購01,0,0,0,0,0,0,0,0,0,-44000,0,0,0,0,44000,-44000,-44000,2021-06-09
7929,2211,長榮鋼,14000,58000,-44000,0,0,0,0,0,0,0,0,0,0,0,0,0,-44000,2021-06-09
7930,087248,國喬國票0A購02,0,0,0,0,0,0,0,0,0,-45000,0,0,0,41000,86000,-45000,-45000,2021-06-09
7931,088136,南茂凱基09購01,0,0,0,0,0,0,0,0,0,-45000,0,0,0,221000,266000,-45000,-45000,2021-06-09
7932,033113,欣興富邦0C購01,0,0,0,0,0,0,0,0,0,-45000,0,0,0,287000,332000,-45000,-45000,2021-06-09
7933,030435,元翎元大0A購01,0,0,0,0,0,0,0,0,0,-45000,0,0,0,10000,55000,-45000,-45000,2021-06-09
7934,031472,臺股指群益0A購07,0,0,0,0,0,0,0,0,0,-45000,0,0,0,4000,49000,-45000,-45000,2021-06-09
7935,036079,國喬元大0C購04,0,0,0,0,0,0,0,0,0,-45000,0,0,0,19000,64000,-45000,-45000,2021-06-09
7936,035211,中石化富邦11購01,0,0,0,0,0,0,0,0,0,-45000,0,0,0,413000,458000,-45000,-45000,2021-06-09
7937,034177,台聚元大0B購04,0,0,0,0,0,0,0,0,0,-45000,0,0,0,2000,47000,-45000,-45000,2021-06-09
7938,034028,T50反1元富12購06,0,0,0,0,0,0,0,0,0,-45000,0,0,0,0,45000,-45000,-45000,2021-06-09
7939,06256P,聯發科元富08售10,0,0,0,0,0,0,0,0,0,-45000,0,0,0,5000,50000,-45000,-45000,2021-06-09
7940,081242,大立光元富07購06,0,0,0,0,0,0,0,0,0,-45000,0,0,0,0,45000,-45000,-45000,2021-06-09
7941,06896P,台達化元大0A售03,0,0,0,0,0,0,0,0,0,-45000,0,0,0,0,45000,-45000,-45000,2021-06-09
7942,089858,南電元大0B購02,0,0,0,0,0,0,0,0,0,-45000,0,0,0,81000,126000,-45000,-45000,2021-06-09
7943,1707,葡萄王,17000,61000,-44000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,-45000,2021-06-09
7944,087591,晶相光元大0B購01,0,0,0,0,0,0,0,0,0,-46000,0,0,0,8000,54000,-46000,-46000,2021-06-09
7945,085986,廣宇元大08購06,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7946,086425,聯發科富邦0C購02,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7947,084924,台積電元大08購19,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7948,084801,旺宏群益0A購01,0,0,0,0,0,0,0,0,0,-46000,0,0,0,159000,205000,-46000,-46000,2021-06-09
7949,084431,聯發科群益08購13,0,0,0,0,0,0,0,0,0,-46000,0,0,0,22000,68000,-46000,-46000,2021-06-09
7950,084310,光磊凱基07購01,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7951,030567,惠特統一0C購02,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7952,031632,長榮航統一0C購03,0,0,0,0,0,0,0,0,0,-46000,0,0,0,2000,48000,-46000,-46000,2021-06-09
7953,06426P,南電中信09售02,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7954,081262,聯電永豐07購01,0,0,0,0,0,0,0,0,0,-46000,0,0,0,0,46000,-46000,-46000,2021-06-09
7955,081484,廣宇凱基0A購01,0,0,0,0,0,0,0,0,0,-46000,0,0,0,3000,49000,-46000,-46000,2021-06-09
7956,1215,卜蜂,61000,133000,-72000,0,0,0,0,0,0,26000,23000,0,23000,5000,2000,3000,-46000,2021-06-09
7957,3021,鴻名,11000,57000,-46000,0,0,0,0,0,0,0,0,0,0,0,0,0,-46000,2021-06-09
7958,087996,聯發科群益09購05,0,0,0,0,0,0,0,0,0,-47000,0,0,0,70000,117000,-47000,-47000,2021-06-09
7959,031265,聯電統一0C購02,0,0,0,0,0,0,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7960,032305,國巨永豐0A購01,0,0,0,0,0,0,0,0,0,-47000,0,0,0,92000,139000,-47000,-47000,2021-06-09
7961,032973,嘉晶元大0B購02,0,0,0,0,0,0,0,0,0,-47000,0,0,0,134000,181000,-47000,-47000,2021-06-09
7962,033615,富邦金群益11購01,0,0,0,0,0,0,0,0,0,-47000,0,0,0,6000,53000,-47000,-47000,2021-06-09
7963,034610,群創統一0B購12,0,0,0,0,0,0,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7964,035411,國泰金麥證0B購02,0,0,0,0,47000,-47000,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7965,04356P,大立光元富0A售02,0,0,0,0,0,0,0,0,0,-47000,0,0,0,1000,48000,-47000,-47000,2021-06-09
7966,081503,台勝科凱基08購01,0,0,0,0,0,0,0,0,0,-47000,0,0,0,27000,74000,-47000,-47000,2021-06-09
7967,081344,康那香群益0A購01,0,0,0,0,0,0,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7968,06596P,國巨中信09售03,0,0,0,0,0,0,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7969,070153,創意元富08購02,0,0,0,0,0,0,0,0,0,-47000,0,0,0,135000,182000,-47000,-47000,2021-06-09
7970,074529,鴻海元大06購02,0,0,0,0,0,0,0,0,0,-47000,0,0,0,0,47000,-47000,-47000,2021-06-09
7971,07223P,臺股指元大0C售28,0,0,0,0,0,0,0,0,0,-47000,0,0,0,56000,103000,-47000,-47000,2021-06-09
7972,2302,麗正,67000,114000,-47000,0,0,0,0,0,0,0,0,0,0,0,0,0,-47000,2021-06-09
7973,089751,立積統一11購03,0,0,0,0,0,0,0,0,0,-47000,0,0,0,3000,50000,-47000,-47000,2021-06-09
7974,089265,南電統一0B購01,0,0,0,0,0,0,0,0,0,-47000,0,0,0,19000,66000,-47000,-47000,2021-06-09
7975,084842,聯發科元富0B購03,0,0,0,0,0,0,0,0,0,-48000,0,0,0,10000,58000,-48000,-48000,2021-06-09
7976,083616,中興電凱基0A購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7977,084002,矽格永豐07購02,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7978,086093,中橡永豐08購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,2000,50000,-48000,-48000,2021-06-09
7979,033400,和桐中信0C購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,12000,60000,-48000,-48000,2021-06-09
7980,030369,圓展群益0A購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7981,00682U,期元大美元指數,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7982,030608,南亞科元大0A購02,0,0,0,0,0,0,0,0,0,-48000,0,0,0,2000,50000,-48000,-48000,2021-06-09
7983,030864,王品永豐0A購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7984,033157,矽創元大0C購02,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7985,035162,國巨國票0B購05,0,0,0,0,0,0,0,0,0,-48000,0,0,0,108000,156000,-48000,-48000,2021-06-09
7986,035122,長榮永豐0B購05,0,0,0,0,0,0,0,0,0,-48000,0,0,0,12000,60000,-48000,-48000,2021-06-09
7987,035075,禾伸堂群益0B購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7988,034126,聯發科兆豐0C購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7989,07048P,富邦金元富12售05,0,0,0,0,0,0,0,0,0,-48000,0,0,0,2000,50000,-48000,-48000,2021-06-09
7990,06496P,大立光凱基09售09,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7991,081820,廣宇凱基09購01,0,0,0,0,0,0,0,0,0,-48000,0,0,0,0,48000,-48000,-48000,2021-06-09
7992,1582,信錦,77000,125000,-48000,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,2021-06-09
7993,4720,德淵,31000,79000,-48000,0,0,0,0,0,0,0,0,0,0,0,0,0,-48000,2021-06-09
7994,085191,T50正2群益09購03,0,0,0,0,0,0,0,0,0,-49000,0,0,0,7000,56000,-49000,-49000,2021-06-09
7995,086646,精成科凱基0A購01,0,0,0,0,0,0,0,0,0,-49000,0,0,0,0,49000,-49000,-49000,2021-06-09
7996,087030,T50正2凱基0B購01,0,0,0,0,0,0,0,0,0,-49000,0,0,0,10000,59000,-49000,-49000,2021-06-09
7997,030671,惠特永豐0A購02,0,0,0,0,0,0,0,0,0,-49000,0,0,0,200000,249000,-49000,-49000,2021-06-09
7998,030045,瑞昱元大0A購01,0,0,0,0,0,0,0,0,0,-49000,0,0,0,6000,55000,-49000,-49000,2021-06-09
7999,033496,聯發科統一15購04,0,0,0,0,0,0,0,0,0,-49000,0,0,0,0,49000,-49000,-49000,2021-06-09
8000,033097,聯發科元富12購04,0,0,0,0,0,0,0,0,0,-49000,0,0,0,238000,287000,-49000,-49000,2021-06-09
8001,032087,國喬永豐0A購02,0,0,0,0,0,0,0,0,0,-49000,0,0,0,200000,249000,-49000,-49000,2021-06-09
8002,032452,群創元大12購04,0,0,0,0,0,0,0,0,0,-49000,0,0,0,499000,548000,-49000,-49000,2021-06-09
8003,06976P,長榮元富0A售21,0,0,0,0,0,0,0,0,0,-49000,0,0,0,77000,126000,-49000,-49000,2021-06-09
8004,074171,奇鋐統一06購01,0,0,0,0,0,0,0,0,0,-49000,0,0,0,0,49000,-49000,-49000,2021-06-09
8005,076738,台積電凱基08購05,0,0,0,0,0,0,0,0,0,-49000,0,0,0,22000,71000,-49000,-49000,2021-06-09
8006,2506,太設,3000,52000,-49000,0,0,0,0,0,0,-44,0,44,-44,0,0,0,-49044,2021-06-09
8007,086691,國巨元富0C購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8008,086607,TPK永豐09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,400000,450000,-50000,-50000,2021-06-09
8009,087536,道瓊銅統一0C購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8010,087564,國泰金國票0A購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8011,087455,台達化國票0A購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8012,087351,聯電麥證09購02,0,0,0,8000,58000,-50000,0,0,0,-50000,0,0,0,12000,62000,-50000,-50000,2021-06-09
8013,087268,帆宣富邦0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8014,087224,松翰凱基09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,24000,74000,-50000,-50000,2021-06-09
8015,087232,台達化兆豐09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8016,087324,晶豪科永豐09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8017,088090,可成元富0C購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8018,088443,同欣電凱基09購03,0,0,0,0,0,0,0,0,0,-50000,0,0,0,50000,100000,-50000,-50000,2021-06-09
8019,088710,華碩中信09購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8020,085206,台郡群益09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8021,085335,A50正2中信09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8022,085621,T50反1凱基0C購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,20000,70000,-50000,-50000,2021-06-09
8023,085848,旺宏統一09購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8024,086310,南亞科凱基11購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8025,086259,聚陽永豐09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8026,084028,中興電元富07購04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8027,083756,義隆富邦08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8028,083793,瑞昱統一08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8029,083450,鈺齊凱基08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8030,084291,松翰永豐07購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8031,032494,上緯控兆豐0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8032,032511,裕民永豐0A購04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8033,031804,中石化元大0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8034,032574,滬深2X元大0A購07,0,0,0,0,0,0,0,0,0,-50000,0,0,0,10000,60000,-50000,-50000,2021-06-09
8035,032568,群創群益11購03,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8036,032624,臺股指元大0C購10,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8037,032302,金寶永豐0A購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8038,031244,南亞科群益0B購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8039,030200,中環凱基0C購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,30000,80000,-50000,-50000,2021-06-09
8040,030350,立隆電群益0A購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8041,030664,群創永豐0A購04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8042,030808,大成鋼富邦0C購01,0,50000,-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,2021-06-09
8043,031576,矽統凱基0A購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,142000,192000,-50000,-50000,2021-06-09
8044,031531,鴻海富邦0C購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8045,031015,群創永豐0A購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8046,034129,中壽兆豐12購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8047,033797,同欣電元大0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8048,034458,技嘉群益0C購03,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8049,034501,台灣50凱基0B購06,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8050,034908,南亞科元大0C購03,0,0,0,0,0,0,0,0,0,-50000,0,0,0,26000,76000,-50000,-50000,2021-06-09
8051,035535,華新科兆豐0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8052,034800,技嘉凱基0B購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,29000,79000,-50000,-50000,2021-06-09
8053,033722,富邦金國票0B購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,5000,55000,-50000,-50000,2021-06-09
8054,080855,台郡元富08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8055,06049P,美利達元大07售02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8056,033885,貿聯元富0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8057,036566,健策元大11購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,1000,51000,-50000,-50000,2021-06-09
8058,05395P,T50正2元大09售04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8059,034287,中壽兆豐0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8060,035486,富邦金群益11購04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,1000,51000,-50000,-50000,2021-06-09
8061,034004,友達群益0B購03,0,0,0,0,0,0,0,0,0,-50000,0,0,0,96000,146000,-50000,-50000,2021-06-09
8062,033943,華新國票0B購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8063,077807,瑞儀元富08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8064,078600,臻鼎元大07購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8065,076555,全新元富08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8066,07275P,玉晶光元大0C售06,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8067,073404,可成元富07購08,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8068,07286P,玉晶光元富13售05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8069,069043,上銀元富08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,92000,142000,-50000,-50000,2021-06-09
8070,06851P,長榮康和0A售06,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8071,07039P,南電群益0B售04,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8072,06549P,臺股指元大09售11,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8073,081809,上銀凱基09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8074,081878,上証2X群益07購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8075,082067,亞德客元大07購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8076,082787,瑞昱元富08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8077,082860,台灣50中信09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8078,082696,台積電凱基0C購02,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8079,082555,美指2X統一09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8080,083182,宏碁國票08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8081,082975,瑞昱元大07購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8082,082943,鴻海元富07購23,0,0,0,0,0,0,0,0,0,-50000,0,0,0,350000,400000,-50000,-50000,2021-06-09
8083,082908,高鐵群益09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8084,081329,台泥群益09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,224000,274000,-50000,-50000,2021-06-09
8085,081355,光磊凱基08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,50000,100000,-50000,-50000,2021-06-09
8086,081047,台郡富邦09購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8087,080553,南亞科國泰08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,20000,70000,-50000,-50000,2021-06-09
8088,079759,瑞昱元富07購05,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8089,079979,喬山統一08購01,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8090,1805,寶徠,3000,53000,-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,2021-06-09
8091,3058,立德,225000,275000,-50000,0,0,0,0,0,0,0,0,0,0,0,0,0,-50000,2021-06-09
8092,089082,臺股指凱基0C購18,0,0,0,0,0,0,0,0,0,-50000,0,0,0,0,50000,-50000,-50000,2021-06-09
8093,088754,南亞科統一0B購04,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8094,088611,華碩永豐09購02,0,0,0,0,0,0,0,0,0,-51000,0,0,0,1000,52000,-51000,-51000,2021-06-09
8095,087801,南電麥證0A購02,0,0,0,0,51000,-51000,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8096,086575,台郡元大0B購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,3000,54000,-51000,-51000,2021-06-09
8097,030974,凌陽元大0A購02,0,0,0,0,0,0,0,0,0,-51000,0,0,0,124000,175000,-51000,-51000,2021-06-09
8098,031827,台灣50富邦0C購02,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8099,032070,華碩中信0B購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8100,031958,友訊元大0A購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,69000,120000,-51000,-51000,2021-06-09
8101,035879,聯詠群益11購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,20000,71000,-51000,-51000,2021-06-09
8102,035176,群創國票0C購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,300000,351000,-51000,-51000,2021-06-09
8103,035332,台表科元大0B購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,69000,120000,-51000,-51000,2021-06-09
8104,034467,亞聚元大0B購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8105,034030,中鋼元富0B購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,225000,276000,-51000,-51000,2021-06-09
8106,082914,樺漢群益08購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8107,083063,偉詮電永豐07購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,11000,62000,-51000,-51000,2021-06-09
8108,082773,愛普統一09購06,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8109,082266,亞德客元大07購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8110,082403,偉詮電凱基07購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8111,081815,鴻海凱基08購03,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8112,06557P,臺股指群益09售09,0,0,0,0,0,0,0,0,0,-51000,0,0,0,5000,56000,-51000,-51000,2021-06-09
8113,078641,全新凱基08購02,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8114,078735,旺宏元富0C購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,0,51000,-51000,-51000,2021-06-09
8115,077217,聯電凱基09購01,0,0,0,0,0,0,0,0,0,-51000,0,0,0,673000,724000,-51000,-51000,2021-06-09
8116,1441,大東,6000,57000,-51000,0,0,0,0,0,0,0,0,0,0,0,0,0,-51000,2021-06-09
8117,1321,大洋,0,51000,-51000,0,0,0,0,0,0,0,0,0,0,0,0,0,-51000,2021-06-09
8118,088032,台灣50元大0C購01,0,0,0,0,0,0,0,0,0,-52000,0,0,0,0,52000,-52000,-52000,2021-06-09
8119,036288,台積電元大13購01,0,0,0,0,0,0,0,0,0,-52000,0,0,0,0,52000,-52000,-52000,2021-06-09
8120,032949,聚陽元大0B購01,0,0,0,0,0,0,0,0,0,-52000,0,0,0,39000,91000,-52000,-52000,2021-06-09
8121,035845,智原元大0B購06,0,0,0,0,0,0,0,0,0,-52000,0,0,0,159000,211000,-52000,-52000,2021-06-09
8122,035475,國泰金富邦13購02,0,0,0,0,0,0,0,0,0,-52000,0,0,0,11000,63000,-52000,-52000,2021-06-09
8123,078387,圓剛國泰08購02,0,0,0,0,0,0,0,0,0,-52000,0,0,0,0,52000,-52000,-52000,2021-06-09
8124,06468P,大成鋼元富09售01,0,0,0,0,0,0,0,0,0,-52000,0,0,0,35000,87000,-52000,-52000,2021-06-09
8125,07067P,大亞元大0B售03,0,0,0,0,0,0,0,0,0,-52000,0,0,0,0,52000,-52000,-52000,2021-06-09
8126,079125,臺股指凱基09購05,0,0,0,0,0,0,0,0,0,-52000,0,0,0,0,52000,-52000,-52000,2021-06-09
8127,088786,台達電富邦0A購01,0,0,0,0,0,0,0,0,0,-53000,0,0,0,87000,140000,-53000,-53000,2021-06-09
8128,085612,大立光元大0C購03,0,0,0,0,0,0,0,0,0,-53000,0,0,0,85000,138000,-53000,-53000,2021-06-09
8129,031913,微星永豐0A購01,0,0,0,0,0,0,0,0,0,-53000,0,0,0,0,53000,-53000,-53000,2021-06-09
8130,030648,聯發科日盛14購01,0,0,0,0,0,0,0,0,0,-53000,0,0,0,4000,57000,-53000,-53000,2021-06-09
8131,030135,農林凱基11購01,0,0,0,0,0,0,0,0,0,-53000,0,0,0,8000,61000,-53000,-53000,2021-06-09
8132,031431,新興凱基0A購01,0,2000,-2000,0,0,0,0,0,0,-51000,0,0,0,52000,103000,-51000,-53000,2021-06-09
8133,035738,國泰金國票0C購05,0,0,0,0,0,0,0,0,0,-53000,0,0,0,0,53000,-53000,-53000,2021-06-09
8134,036074,臺股指群益0C購01,0,0,0,0,0,0,0,0,0,-53000,0,0,0,0,53000,-53000,-53000,2021-06-09
8135,06348P,大立光元大08售07,0,0,0,0,0,0,0,0,0,-53000,0,0,0,2000,55000,-53000,-53000,2021-06-09
8136,080355,台灣50元富09購03,0,0,0,0,0,0,0,0,0,-53000,0,0,0,0,53000,-53000,-53000,2021-06-09
