,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
4642,088646,瑞昱富邦09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4643,088602,滬深2X永豐09購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4644,087131,大成鋼國票0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4645,087636,華邦電凱基11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4646,087374,國喬元大09購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4647,087410,滬深2X統一0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4648,087006,元金2X富邦0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4649,086798,長榮航統一0B購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4650,086687,群創統一11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4651,086612,SGBR2X群益09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4652,086642,群創凱基0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,239000,238000,1000,1000,2021-06-09
4653,084849,T50反1元大0B購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4654,084988,宏碁群益09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,26000,25000,1000,1000,2021-06-09
4655,084645,上証2X群益08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4656,084262,大成鋼國票08購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4657,084273,智易國票08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,10000,9000,1000,1000,2021-06-09
4658,084360,全漢元大07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4659,083638,致伸凱基07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4660,083728,聚鼎元大07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4661,083710,亞泥元大07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4662,083759,鴻海兆豐09購07,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4663,083600,聯陽國泰09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4664,084036,聯發科元富11購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4665,084155,漢唐麥證07購01,0,0,0,1000,0,1000,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4666,083823,台積電凱基08購13,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4667,085432,金像電統一0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4668,085385,聯陽兆豐09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4669,085601,臺指反元大0B購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4670,085703,台達化富邦0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4671,085236,聯詠元大08購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4672,085230,聯發科元大0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4673,085999,晶豪科元大08購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4674,086044,中鴻元富08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4675,085783,國巨元大0C購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4676,086195,京元電凱基08購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4677,086180,長華元大08購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4678,089037,聲寶國泰0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,1000,2021-06-09
4679,00657,國泰日經225,21000,0,21000,0,0,0,0,0,0,-20000,0,0,0,100000,120000,-20000,1000,2021-06-09
4680,0054,元大台商50,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,1000,2021-06-09
4681,020008,元大特股高息N,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,1000,2021-06-09
4682,00668,國泰美國道瓊,1000,0,1000,0,0,0,0,0,0,0,0,0,0,1000,1000,0,1000,2021-06-09
4683,00685L,群益臺灣加權正2,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4684,020016,統一MSCI美科技N,0,0,0,0,0,0,0,0,0,1000,0,0,0,2000,1000,1000,1000,2021-06-09
4685,030243,華邦電永豐0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4686,030280,長榮日盛0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4687,030298,威鋒電元富11購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,6000,5000,1000,1000,2021-06-09
4688,030019,南帝康和0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4689,030021,台達電日盛0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4690,030530,中鴻凱基0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4691,031344,智易元大0C購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,11000,10000,1000,1000,2021-06-09
4692,031415,中鋼凱基12購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4693,031363,彩晶中信0A購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4694,031366,正隆永豐0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4695,031219,萬海凱基0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4696,031526,乙盛康和11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4697,030636,巨大元大0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,41000,40000,1000,1000,2021-06-09
4698,031656,華邦電元大0A購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4699,030599,東鋼元大0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4700,031335,長榮元大12購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4701,031555,道瓊銀群益0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4702,030783,中鴻凱基12購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4703,031614,長榮康和0A購05,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4704,032678,長榮中信11購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4705,032246,中石化元大0A購05,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4706,031171,亞聚永豐0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4707,030769,長榮康和0A購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4708,031118,新纖統一0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4709,031147,聯發科兆豐0A購05,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4710,031036,長榮航凱基0A購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4711,031023,華邦電凱基0A購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4712,033577,華新凱基15購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,10000,9000,1000,1000,2021-06-09
4713,032345,群創群益12購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4714,033118,SGBR2X元大12購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4715,032265,台航元大0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4716,033317,元石油凱基0C購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,8000,7000,1000,1000,2021-06-09
4717,031999,長榮群益13購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4718,032040,永光國票0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4719,05592P,中興電元富07售02,0,0,0,0,0,0,0,0,0,1000,0,0,0,18000,17000,1000,1000,2021-06-09
4720,031764,長榮元富0A購10,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4721,031761,力麗元富0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,3000,2000,1000,1000,2021-06-09
4722,032576,台泥元大0A購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,32000,31000,1000,1000,2021-06-09
4723,035005,佳世達元大0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,4000,3000,1000,1000,2021-06-09
4724,05970P,台積電元大07售23,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4725,05969P,台積電元大07售22,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4726,06234P,群創凱基08售08,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4727,06161P,臺指2X中信0B售01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4728,06000P,日月光元大07售09,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4729,06051P,鴻海國票09售02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4730,033825,祥碩統一0C購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4731,033836,欣興國泰11購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4732,034583,國產凱基0B購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4733,034456,燁輝群益11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4734,036100,台表科元大0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,27000,26000,1000,1000,2021-06-09
4735,036126,矽創群益0C購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,97000,96000,1000,1000,2021-06-09
4736,033893,東鋼統一0C購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4737,035941,欣興凱基0C購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4738,05798P,聯電元大07售07,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4739,05800P,T50正2群益08售09,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4740,05834P,臺股指凱基07售12,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4741,034320,大亞群益0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4742,035277,華新國票0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,24000,23000,1000,1000,2021-06-09
4743,035116,宏碁兆豐12購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,52000,51000,1000,1000,2021-06-09
4744,05032P,台積電中信09售05,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4745,05161P,世芯統一07售01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4746,05418P,臺股指國票0B售03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4747,036428,旺宏凱基0C購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4748,06323P,台積電元大08售30,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4749,082387,矽創兆豐08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4750,082307,愛普元大07購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1008000,1007000,1000,1000,2021-06-09
4751,082264,南亞元大07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4752,082178,義隆兆豐07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4753,081493,長榮凱基0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4754,081595,台揚元大07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4755,081599,國巨元大07購11,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4756,081763,欣興元大08購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4757,081613,益航元大07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4758,081883,鴻海群益08購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4759,081850,強茂永豐07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4760,083163,聯陽群益08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4761,083245,祥碩群益08購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4762,082666,鴻海兆豐0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4763,082617,凌陽永豐07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4764,082531,鴻海日盛11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,11000,10000,1000,1000,2021-06-09
4765,080585,中石化中信07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4766,080589,富邦金兆豐06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4767,080843,長榮元富06購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,61000,60000,1000,1000,2021-06-09
4768,081141,華邦電凱基08購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4769,081145,中工凱基09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4770,081116,長榮群益07購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,3000,2000,1000,1000,2021-06-09
4771,081088,欣興中信08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4772,081381,台積電麥證07購01,0,0,0,1000,0,1000,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4773,080066,上銀元大06購06,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4774,079912,欣興國泰08購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4775,079980,上銀統一08購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4776,080404,聯陽元大06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4777,080309,欣興群益06購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4778,080272,中工富邦08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4779,080227,新光鋼元大06購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4780,080369,矽創國泰08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4781,079372,華新元大06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4782,079305,正新富邦08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4783,079455,聯發科元富0C購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4784,079557,SGBR2X國票0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4785,079837,長榮元大06購14,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4786,079738,長榮統一07購04,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4787,079703,台灣50群益08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,4000,3000,1000,1000,2021-06-09
4788,078616,景碩兆豐07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4789,078945,技嘉統一07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,11000,10000,1000,1000,2021-06-09
4790,078985,國巨麥證06購04,0,0,0,1000,0,1000,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4791,078885,京元電元大06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4792,078914,新唐富邦06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,201000,200000,1000,1000,2021-06-09
4793,078868,滬深2X元大07購08,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4794,078085,世芯永豐07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4795,077930,大立光群益07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4796,077530,金像電凱基06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4797,077125,長榮群益06購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4798,077207,聯發科兆豐06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4799,077462,國巨國票07購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4800,076636,華碩元大06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4801,077001,世芯國票07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,100000,99000,1000,1000,2021-06-09
4802,077029,世芯凱基06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4803,076984,世芯元大06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4804,076815,世紀鋼國泰07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4805,076379,日月光凱基06購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4806,076060,聯詠統一07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4807,075945,國泰金富邦07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4808,074966,聯發科國泰06購03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4809,074973,華邦電富邦06購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4810,074902,華擎統一07購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4811,074173,香港2X元富0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4812,072817,祥碩元富08購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,26000,25000,1000,1000,2021-06-09
4813,07289P,台積電台新0C售01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4814,073049,緯穎元富0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4815,06743P,台灣50元大0A售13,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4816,06796P,友達康和0B售01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4817,06821P,國巨群益0A售02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4818,06837P,立積群益0A售03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4819,06446P,滬深2X凱基0B售03,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4820,06433P,鴻海元大09售11,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4821,06421P,臺股指國票09售19,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4822,06843P,聯電康和0A售02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4823,07016P,富邦金元富12售04,0,0,0,0,0,0,0,0,0,1000,0,0,0,5000,4000,1000,1000,2021-06-09
4824,083388,臺股指富邦0A購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4825,1533,車王電,68000,67000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4826,1539,巨庭,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4827,1604,聲寶,135000,132000,3000,0,0,0,0,0,0,-2000,0,0,0,0,2000,-2000,1000,2021-06-09
4828,1339,昭輝,7000,6000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4829,1419,新紡,8000,7000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4830,089869,矽創中信0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4831,089084,台船統一0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4832,089236,長榮永豐09購05,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4833,089219,緯創群益09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4834,089319,群創國票0B購02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4835,089518,總太元大09購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,9000,8000,1000,1000,2021-06-09
4836,089455,長榮統一0C購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4837,08953P,大立光元富07售02,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4838,089670,南帝元大09購09,0,0,0,0,0,0,0,0,0,1000,0,0,0,3000,2000,1000,1000,2021-06-09
4839,089748,聯發科統一11購01,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,0,1000,1000,2021-06-09
4840,2888B,新光金乙特,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4841,2705,六福,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4842,2936,客思達-KY,4000,3000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4843,3702A,大聯大甲特,0,0,0,0,0,0,0,18000,-18000,19000,19000,0,19000,0,0,0,1000,2021-06-09
4844,4560,強信-KY,68000,67000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4845,1735,日勝化,2000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4846,9941A,裕融甲特,0,0,0,0,0,0,0,0,0,1000,1000,0,1000,0,0,0,1000,2021-06-09
4847,6515,穎崴,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4848,6525,捷敏-KY,21000,20000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,2021-06-09
4849,00690,兆豐藍籌30,0,0,0,0,0,0,0,0,0,195,0,0,0,101195,101000,195,195,2021-06-09
4850,086192,宏碁凱基08購05,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,0,0,2021-06-09
4851,086233,群創統一0A購02,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,0,2021-06-09
4852,086107,台積電兆豐09購06,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,499000,0,0,2021-06-09
4853,086108,華邦電兆豐09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-09
4854,086294,滬深2X日盛09購01,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,400000,0,0,2021-06-09
4855,086322,致新凱基0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,50000,0,0,2021-06-09
4856,086329,中興電元大09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,0,0,2021-06-09
4857,086011,京鼎元大0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,0,2021-06-09
4858,086066,智原統一0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-09
4859,086083,中鋼中信0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,11000,0,0,2021-06-09
4860,085934,旺宏群益0A購03,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,2021-06-09
4861,085946,玉晶光群益0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,9000,0,0,2021-06-09
4862,085950,祥碩群益08購05,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-09
4863,085313,群創元大09購03,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-09
4864,085316,台表科元大08購01,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,0,2021-06-09
4865,085327,旺宏群益0A購02,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,2021-06-09
4866,085187,佳世達元富0A購01,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,30000,0,0,2021-06-09
